"season","holiday","workingday","weather","temp","atemp","humidity","windspeed","weekday","hour","day","month","year","count"
3,0,1,2,0.554163406438457,0.421051888839598,88,0.421051888839598,2,5,15,8,2011,17
4,0,1,2,-0.816401879379491,-0.835471498303476,61,-0.835471498303476,5,11,15,11,2012,166
2,0,1,2,0.448735307529384,0.421051888839598,83,0.421051888839598,4,12,2,5,2012,245
2,0,1,1,0.343307208620311,0.3310464435777,83,0.3310464435777,4,3,2,5,2012,6
1,0,1,1,-1.554398571743,-1.91198399492275,47,-1.91198399492275,4,12,12,1,2011,55
2,0,0,1,0.237879109711238,0.241633139403052,18,0.241633139403052,7,18,7,4,2012,517
2,0,1,1,0.765019604256603,0.779889387712691,73,0.779889387712691,3,12,15,5,2012,264
3,0,0,1,1.71387249443826,1.49756438545888,36,1.49756438545888,7,18,9,7,2011,378
1,0,1,1,0.132451010802165,0.151627694141154,27,0.151627694141154,6,15,6,1,2012,222
3,0,0,1,0.65959150534753,0.689883942450793,73,0.689883942450793,1,6,17,7,2011,21
1,0,1,2,-0.710973780470418,-0.745466053041578,57,-0.745466053041578,2,16,7,2,2011,114
3,0,1,2,0.975875802074748,0.959308137149237,79,0.959308137149238,5,21,18,8,2011,149
4,0,1,1,0.132451010802165,0.151627694141154,68,0.151627694141154,3,12,4,12,2012,312
4,0,1,1,-0.921829978288564,-1.01489024774002,53,-1.01489024774002,6,22,16,11,2012,162
3,0,1,2,0.975875802074748,0.959308137149237,89,0.959308137149238,4,5,8,8,2012,43
3,0,0,1,1.18673199989289,1.13872688658578,54,1.13872688658578,7,10,16,7,2011,322
2,0,1,1,0.65959150534753,0.779889387712691,25,0.779889387712691,6,16,11,5,2012,525
2,0,0,2,0.870447703165676,0.869302691887339,69,0.86930269188734,7,18,5,5,2012,434
2,0,0,1,0.132451010802165,0.151627694141154,52,0.151627694141154,7,8,19,5,2012,195
2,0,1,1,0.132451010802165,0.151627694141154,48,0.151627694141154,6,5,3,6,2011,28
2,0,0,1,-0.289261384834126,-0.207209804731939,38,-0.207209804731939,1,12,3,4,2011,313
1,0,1,1,-1.34354237392486,-1.46314105078776,60,-1.46314105078776,6,10,4,3,2011,66
4,0,1,1,-0.816401879379491,-1.01489024774002,46,-1.01489024774002,4,21,5,12,2012,198
2,0,1,2,0.65959150534753,0.779889387712691,65,0.779889387712691,5,9,16,6,2011,261
2,0,1,1,-0.183833285925053,-0.11779650055729,77,-0.11779650055729,6,5,18,5,2012,34
1,0,1,1,-0.183833285925053,-0.11779650055729,67,-0.11779650055729,5,15,2,2,2012,174
3,0,1,1,0.554163406438457,0.600470638276144,78,0.600470638276145,5,5,16,8,2012,37
4,0,0,2,-1.02725807719764,-0.924884802478124,61,-0.924884802478124,7,21,3,12,2011,109
1,0,1,1,-0.289261384834126,-0.207209804731939,67,-0.207209804731939,5,21,12,1,2012,174
1,0,1,1,-0.605545681561345,-0.476633999430383,37,-0.476633999430383,6,21,17,2,2012,129
3,0,1,1,1.39758819771104,1.49756438545888,70,1.49756438545888,3,16,4,9,2012,458
4,0,1,2,0.343307208620311,0.3310464435777,43,0.3310464435777,4,14,17,10,2012,270
2,0,0,1,1.50301629662011,1.58697768963352,59,1.58697768963352,1,13,12,6,2011,373
3,0,1,1,0.765019604256603,0.779889387712691,69,0.779889387712691,3,0,16,8,2011,31
1,0,1,1,-0.0784051870159804,-0.0277910552953925,82,-0.0277910552953925,2,0,19,3,2012,23
4,0,1,1,0.0270229118930925,0.0616222488792559,77,0.061622248879256,6,21,19,10,2012,206
1,0,0,2,-1.554398571743,-1.73256524548621,59,-1.73256524548621,7,12,8,1,2011,98
4,0,0,1,-1.34354237392486,-1.37372774661312,70,-1.37372774661312,7,3,3,12,2011,9
3,0,0,1,-0.183833285925053,-0.11779650055729,72,-0.11779650055729,7,4,17,9,2011,5
1,0,1,1,-1.76525476956115,-1.82197854966086,59,-1.82197854966086,4,8,12,1,2011,128
2,0,0,1,1.08130390098382,1.04872144132389,51,1.04872144132389,7,10,9,6,2012,466
4,0,1,1,0.870447703165676,0.869302691887339,57,0.86930269188734,5,18,4,10,2012,887
2,0,1,2,0.65959150534753,0.779889387712691,69,0.779889387712691,2,20,2,5,2011,218
2,0,1,3,0.554163406438457,0.600470638276144,78,0.600470638276145,3,23,8,5,2012,63
3,0,1,1,1.18673199989289,1.13872688658578,58,1.13872688658578,3,1,3,7,2012,14
4,0,1,3,-0.921829978288564,-1.01489024774002,66,-1.01489024774002,5,11,17,11,2011,97
1,0,1,1,-0.921829978288564,-0.745466053041578,61,-0.745466053041578,6,4,2,3,2012,2
4,0,1,1,0.448735307529384,0.421051888839598,56,0.421051888839598,2,13,3,12,2012,321
3,0,1,1,0.975875802074748,0.959308137149237,69,0.959308137149238,3,2,2,8,2011,8
3,0,0,1,0.65959150534753,0.779889387712691,69,0.779889387712691,7,6,2,7,2011,32
1,0,1,3,-1.44897047283393,-1.55314649604966,93,-1.55314649604966,4,4,2,2,2011,1
3,0,1,1,0.870447703165676,0.869302691887339,69,0.86930269188734,6,19,2,9,2011,287
3,0,1,1,1.60844439552919,1.49756438545888,43,1.49756438545888,3,12,5,7,2011,201
1,0,0,2,-1.02725807719764,-1.10430355191467,52,-1.10430355191467,1,19,19,2,2012,119
3,0,1,1,2.24101298898362,2.12523393794316,33,2.12523393794316,5,16,5,7,2012,433
3,0,1,1,0.765019604256603,0.869302691887339,44,0.86930269188734,6,7,12,8,2011,264
4,0,1,1,0.448735307529384,0.421051888839598,46,0.421051888839598,3,15,8,11,2011,188
3,0,1,1,0.870447703165676,0.689883942450793,89,0.689883942450793,2,3,8,8,2011,1
2,0,1,1,-0.921829978288564,-1.01489024774002,53,-1.01489024774002,6,5,6,4,2012,23
4,0,1,1,0.0270229118930925,0.0616222488792559,48,0.061622248879256,3,14,1,11,2011,150
1,0,1,2,-1.554398571743,-1.73256524548621,40,-1.73256524548621,2,12,10,1,2011,52
1,0,0,1,-0.500117582652272,-0.386628554168485,15,-0.386628554168485,7,5,19,2,2011,3
3,0,1,1,1.29216009880197,1.31814563602233,70,1.31814563602233,5,16,6,9,2012,416
4,0,0,1,-0.500117582652272,-0.386628554168485,37,-0.386628554168485,7,15,5,11,2011,343
1,0,1,1,-0.816401879379491,-0.745466053041578,61,-0.745466053041578,3,21,7,2,2012,190
3,0,1,1,-0.500117582652272,-0.386628554168485,71,-0.386628554168485,6,7,16,9,2011,299
2,0,1,1,-0.183833285925053,-0.11779650055729,36,-0.11779650055729,6,11,13,4,2012,233
2,0,1,1,0.65959150534753,0.869302691887339,50,0.86930269188734,3,0,5,4,2011,22
3,0,1,1,0.765019604256603,0.779889387712691,69,0.779889387712691,5,2,16,8,2012,15
4,0,0,1,-0.605545681561345,-0.476633999430383,76,-0.476633999430383,1,19,6,11,2011,151
2,0,1,1,0.65959150534753,0.869302691887339,43,0.86930269188734,4,11,6,6,2012,226
3,0,0,1,1.39758819771104,1.22814019076043,45,1.22814019076043,7,13,16,7,2011,497
2,0,1,1,0.765019604256603,0.869302691887339,27,0.86930269188734,4,20,4,4,2012,372
1,0,1,1,-1.23811427501578,-1.28372230135122,70,-1.28372230135122,6,7,11,3,2011,114
1,0,0,1,-1.02725807719764,-1.10430355191467,56,-1.10430355191467,1,16,5,2,2012,296
3,0,1,1,1.18673199989289,1.04872144132389,37,1.04872144132389,4,16,12,9,2012,509
3,0,1,1,1.60844439552919,1.67698313489542,55,1.67698313489542,3,18,9,8,2011,585
4,0,1,3,-0.183833285925053,-0.11779650055729,94,-0.11779650055729,3,10,6,12,2011,50
3,0,1,1,1.39758819771104,1.22814019076043,45,1.22814019076043,3,14,16,8,2011,182
1,0,1,1,-2.50325146192466,-2.45024024323239,44,-2.45024024323239,4,8,4,1,2012,315
1,0,1,1,-1.76525476956115,-1.64255980022431,55,-1.64255980022431,6,19,7,1,2011,95
3,0,1,1,1.29216009880197,1.04872144132389,35,1.04872144132389,5,19,11,8,2011,371
3,0,1,1,0.975875802074748,0.959308137149237,79,0.959308137149238,6,2,3,8,2012,14
2,0,1,1,0.343307208620311,0.3310464435777,24,0.3310464435777,3,20,3,4,2012,379
2,0,1,1,0.765019604256603,0.869302691887339,47,0.86930269188734,4,17,11,5,2011,259
1,0,1,2,-1.44897047283393,-1.46314105078776,87,-1.46314105078776,3,15,18,1,2011,35
1,0,1,1,-1.34354237392486,-1.10430355191467,52,-1.10430355191467,3,21,15,2,2011,66
4,0,1,2,-0.289261384834126,-0.207209804731939,94,-0.207209804731939,3,4,18,10,2011,4
4,0,0,2,-0.921829978288564,-0.924884802478124,49,-0.924884802478124,7,6,3,11,2012,21
4,0,0,2,-0.500117582652272,-0.386628554168485,62,-0.386628554168485,1,12,2,10,2011,321
1,0,1,3,-1.76525476956115,-1.73256524548621,93,-1.73256524548621,3,18,11,1,2011,95
1,0,1,1,-1.87068286847022,-1.91198399492275,69,-1.91198399492275,4,7,12,1,2011,54
3,0,0,1,0.975875802074748,0.959308137149237,34,0.959308137149238,7,14,15,9,2012,715
2,0,1,1,0.554163406438457,0.869302691887339,49,0.86930269188734,3,0,14,6,2011,31
4,0,1,2,-1.13268617610671,-1.10430355191467,65,-1.10430355191467,5,4,15,11,2012,5
3,0,0,2,1.18673199989289,1.22814019076043,70,1.22814019076043,1,23,4,9,2011,104
3,0,1,1,1.08130390098382,1.13872688658578,79,1.13872688658578,2,5,6,8,2012,25
1,0,1,1,-0.605545681561345,-0.476633999430383,58,-0.476633999430383,4,16,19,1,2011,104
4,0,1,1,-0.183833285925053,-0.11779650055729,38,-0.11779650055729,6,17,12,10,2012,837
3,0,1,2,0.237879109711238,0.241633139403052,94,0.241633139403052,3,22,6,9,2011,84
3,0,1,1,1.18673199989289,1.31814563602233,79,1.31814563602233,6,1,8,7,2011,34
3,0,1,3,0.65959150534753,0.421051888839598,91,0.421051888839598,6,8,10,8,2012,119
2,0,1,3,-1.34354237392486,-1.46314105078776,93,-1.46314105078776,6,5,1,4,2011,12
2,0,1,2,0.870447703165676,0.869302691887339,50,0.86930269188734,4,16,9,5,2012,357
3,0,1,2,0.554163406438457,0.779889387712691,60,0.779889387712691,2,13,19,9,2011,177
2,1,0,2,-0.605545681561345,-0.476633999430383,82,-0.476633999430383,6,22,15,4,2011,80
2,0,1,2,0.132451010802165,0.151627694141154,94,0.151627694141154,3,6,3,5,2011,109
3,0,1,2,0.65959150534753,0.421051888839598,94,0.421051888839598,6,5,9,9,2011,14
4,0,0,1,-0.710973780470418,-0.745466053041578,81,-0.745466053041578,1,12,4,12,2011,329
3,0,1,1,1.39758819771104,1.22814019076043,45,1.22814019076043,2,17,1,8,2011,514
3,0,1,1,1.50301629662011,1.58697768963352,59,1.58697768963352,2,9,11,7,2011,208
1,0,0,1,-1.97611096737929,-2.3602347979705,46,-2.3602347979705,1,9,9,1,2011,19
3,0,1,1,1.29216009880197,1.40755894019698,74,1.40755894019698,3,21,19,7,2011,241
3,0,1,1,0.0270229118930925,0.0616222488792559,72,0.061622248879256,3,7,11,9,2012,596
4,0,0,1,-0.183833285925053,-0.11779650055729,36,-0.11779650055729,7,13,13,10,2012,670
2,0,1,1,0.343307208620311,0.3310464435777,52,0.3310464435777,3,7,14,6,2011,365
4,0,0,1,-1.554398571743,-1.55314649604966,75,-1.55314649604966,7,22,17,12,2011,80
4,0,1,2,-0.816401879379491,-0.745466053041578,46,-0.745466053041578,4,15,12,12,2012,228
3,0,1,1,0.765019604256603,0.779889387712691,65,0.779889387712691,5,19,13,9,2012,674
3,0,1,1,1.71387249443826,1.58697768963352,43,1.58697768963352,3,20,12,7,2011,308
2,0,1,3,-0.289261384834126,-0.207209804731939,94,-0.207209804731939,5,7,3,5,2012,384
3,0,0,1,1.08130390098382,1.13872688658578,84,1.13872688658578,1,4,7,8,2011,6
3,0,1,1,1.18673199989289,1.31814563602233,74,1.31814563602233,4,0,5,9,2012,37
3,0,0,1,2.13558489007455,2.30465268737971,45,2.30465268737971,1,10,8,7,2012,319
2,0,1,1,0.237879109711238,0.241633139403052,56,0.241633139403052,3,6,14,6,2011,113
1,0,1,1,-0.816401879379491,-1.01489024774002,31,-1.01489024774002,2,16,7,3,2011,122
3,0,1,1,0.765019604256603,0.600470638276144,89,0.600470638276145,5,21,6,9,2012,272
2,0,1,1,0.554163406438457,0.689883942450793,73,0.689883942450793,3,3,7,6,2011,2
4,0,0,1,0.132451010802165,0.151627694141154,77,0.151627694141154,7,21,8,10,2011,187
1,0,0,1,-1.65982667065207,-1.64255980022431,47,-1.64255980022431,1,19,16,1,2011,61
2,0,1,3,0.343307208620311,0.3310464435777,88,0.3310464435777,4,4,9,5,2012,5
3,0,1,3,0.554163406438457,0.421051888839598,88,0.421051888839598,4,6,7,9,2011,75
1,0,0,1,-1.65982667065207,-1.64255980022431,59,-1.64255980022431,7,10,15,1,2011,59
3,0,1,1,1.71387249443826,1.85640188433197,56,1.85640188433197,4,9,18,7,2012,297
4,0,1,1,0.554163406438457,0.869302691887339,53,0.86930269188734,6,12,7,10,2011,235
2,0,1,1,-0.816401879379491,-0.745466053041578,71,-0.745466053041578,3,6,10,4,2012,103
3,0,1,1,1.29216009880197,1.13872688658578,51,1.13872688658578,2,22,2,7,2012,188
1,0,0,2,-0.500117582652272,-0.386628554168485,76,-0.386628554168485,7,11,5,3,2011,159
4,0,1,1,-0.921829978288564,-0.745466053041578,93,-0.745466053041578,2,4,7,11,2011,6
3,0,1,2,0.870447703165676,0.689883942450793,94,0.689883942450793,5,2,4,8,2011,7
3,0,0,1,2.03015679116548,1.94581518850662,40,1.94581518850662,7,14,4,8,2012,472
1,0,1,2,-1.34354237392486,-1.37372774661312,87,-1.37372774661312,5,0,9,2,2012,26
2,0,1,1,1.18673199989289,1.04872144132389,45,1.04872144132389,4,16,16,5,2012,446
4,0,1,2,-1.23811427501578,-1.37372774661312,60,-1.37372774661312,4,9,7,11,2012,368
4,0,0,1,-0.816401879379491,-0.835471498303476,53,-0.835471498303476,7,0,3,11,2012,108
1,0,0,2,-0.816401879379491,-0.835471498303476,61,-0.835471498303476,7,16,4,2,2012,143
4,0,1,1,0.0270229118930925,0.0616222488792559,48,0.061622248879256,3,10,16,10,2012,222
2,0,1,1,-0.0784051870159804,-0.0277910552953925,63,-0.0277910552953925,5,10,19,4,2012,189
3,0,1,1,1.50301629662011,1.31814563602233,43,1.31814563602233,2,18,1,8,2011,543
4,0,1,2,-0.816401879379491,-1.01489024774002,61,-1.01489024774002,5,10,17,11,2011,81
2,0,0,1,1.18673199989289,1.04872144132389,42,1.04872144132389,1,16,13,5,2012,564
4,0,1,1,-1.23811427501578,-1.37372774661312,56,-1.37372774661312,5,5,1,12,2011,24
2,0,1,1,0.765019604256603,0.869302691887339,38,0.86930269188734,4,15,6,6,2012,300
3,0,1,2,0.132451010802165,0.151627694141154,68,0.151627694141154,4,4,19,9,2012,10
3,0,1,1,0.870447703165676,0.779889387712691,83,0.779889387712691,6,20,8,7,2011,250
2,0,1,1,1.18673199989289,1.13872688658578,54,1.13872688658578,2,19,6,6,2011,407
3,0,0,3,1.18673199989289,1.31814563602233,79,1.31814563602233,1,14,2,9,2012,457
1,0,1,1,-0.816401879379491,-0.924884802478124,39,-0.924884802478124,5,14,5,1,2012,117
3,0,1,3,0.870447703165676,0.689883942450793,94,0.689883942450793,5,9,6,9,2012,123
4,0,1,2,-1.02725807719764,-1.01489024774002,49,-1.01489024774002,6,22,16,12,2011,106
2,0,1,2,0.0270229118930925,0.0616222488792559,77,0.061622248879256,2,9,2,5,2011,172
3,0,0,1,1.29216009880197,1.31814563602233,70,1.31814563602233,1,1,1,7,2012,93
3,0,0,1,0.870447703165676,0.869302691887339,47,0.86930269188734,1,12,9,9,2012,757
2,0,1,2,1.18673199989289,1.31814563602233,79,1.31814563602233,5,4,9,6,2011,6
4,0,1,1,-0.500117582652272,-0.386628554168485,71,-0.386628554168485,3,22,16,10,2012,181
4,0,1,1,-1.02725807719764,-0.835471498303476,87,-0.835471498303476,4,6,9,11,2011,98
1,0,0,1,-0.500117582652272,-0.386628554168485,50,-0.386628554168485,7,14,12,3,2011,166
2,0,1,3,0.65959150534753,0.689883942450793,73,0.689883942450793,3,15,8,5,2012,134
3,0,1,1,1.29216009880197,1.22814019076043,55,1.22814019076043,2,14,15,8,2011,151
4,0,0,1,-1.23811427501578,-1.01489024774002,87,-1.01489024774002,1,7,4,12,2011,26
2,0,1,1,0.65959150534753,0.869302691887339,38,0.86930269188734,2,13,9,5,2011,174
4,0,1,1,0.132451010802165,0.151627694141154,59,0.151627694141154,2,21,15,10,2012,206
1,0,1,1,-1.02725807719764,-1.10430355191467,33,-1.10430355191467,2,19,7,3,2011,145
1,0,1,1,-1.554398571743,-1.46314105078776,40,-1.46314105078776,2,17,10,1,2011,178
2,0,0,1,0.554163406438457,0.779889387712691,60,0.779889387712691,1,10,13,5,2012,350
4,0,1,2,-0.605545681561345,-0.476633999430383,46,-0.476633999430383,6,7,16,12,2011,231
2,0,1,1,0.132451010802165,0.151627694141154,68,0.151627694141154,2,5,4,6,2012,35
2,0,1,1,0.237879109711238,0.241633139403052,30,0.241633139403052,3,22,17,4,2012,162
1,0,1,1,-0.710973780470418,-0.745466053041578,46,-0.745466053041578,6,16,4,3,2011,118
1,0,0,1,-1.13268617610671,-1.28372230135122,38,-1.28372230135122,7,18,12,2,2011,64
1,0,0,2,-0.289261384834126,-0.207209804731939,94,-0.207209804731939,1,1,2,1,2011,17
2,0,1,1,-0.0784051870159804,-0.0277910552953925,82,-0.0277910552953925,3,6,5,6,2012,184
3,0,0,1,1.18673199989289,1.22814019076043,70,1.22814019076043,7,15,3,9,2011,388
1,0,1,1,-2.08153906628837,-2.18081604853395,54,-2.18081604853395,2,6,13,2,2012,72
3,1,0,1,1.71387249443826,1.58697768963352,43,1.58697768963352,2,15,4,7,2011,408
2,0,1,1,-0.183833285925053,-0.11779650055729,82,-0.11779650055729,2,0,9,5,2011,53
1,0,1,2,-1.554398571743,-1.46314105078776,69,-1.46314105078776,5,7,5,1,2012,215
4,0,1,1,-1.34354237392486,-1.55314649604966,41,-1.55314649604966,6,3,18,11,2011,2
2,0,1,2,0.554163406438457,0.510465193014247,83,0.510465193014247,6,8,17,6,2011,454
2,0,1,1,0.343307208620311,0.3310464435777,88,0.3310464435777,6,7,4,5,2012,356
3,0,1,2,0.870447703165676,0.689883942450793,94,0.689883942450793,5,5,9,8,2012,41
1,0,0,2,-1.34354237392486,-1.28372230135122,81,-1.28372230135122,7,11,11,2,2012,183
3,0,1,1,1.9247286922564,1.76639643907007,39,1.76639643907007,2,17,8,8,2011,527
3,0,1,1,1.81930059334733,1.76639643907007,47,1.76639643907007,5,15,19,7,2012,292
1,0,0,1,0.343307208620311,0.3310464435777,64,0.3310464435777,1,19,18,3,2012,352
3,0,1,2,0.870447703165676,0.779889387712691,83,0.779889387712691,2,5,9,7,2012,28
3,0,1,1,1.39758819771104,1.31814563602233,55,1.31814563602233,5,7,5,7,2012,343
2,0,0,1,0.343307208620311,0.3310464435777,52,0.3310464435777,1,9,8,5,2011,160
1,0,0,1,-1.44897047283393,-1.46314105078776,69,-1.46314105078776,1,7,11,3,2012,17
2,0,1,1,0.343307208620311,0.3310464435777,46,0.3310464435777,5,13,19,4,2012,238
1,0,1,2,0.554163406438457,0.869302691887339,43,0.86930269188734,2,18,12,3,2012,712
4,0,0,1,0.343307208620311,0.3310464435777,73,0.3310464435777,1,20,9,10,2011,193
2,0,0,1,0.343307208620311,0.3310464435777,68,0.3310464435777,1,8,17,6,2012,119
3,0,0,1,0.448735307529384,0.421051888839598,100,0.421051888839598,7,3,10,9,2011,37
4,0,0,1,0.554163406438457,0.869302691887339,46,0.86930269188734,7,18,8,10,2011,359
2,0,1,1,0.0270229118930925,0.0616222488792559,63,0.061622248879256,4,3,11,5,2011,3
2,0,0,2,0.132451010802165,0.151627694141154,100,0.151627694141154,1,1,15,5,2011,47
3,0,1,2,1.18673199989289,1.13872688658578,54,1.13872688658578,2,3,2,7,2012,5
2,0,0,1,1.08130390098382,1.04872144132389,58,1.04872144132389,1,18,5,6,2011,363
3,1,0,1,0.870447703165676,0.689883942450793,89,0.689883942450793,2,18,5,9,2011,123
4,0,1,2,-0.289261384834126,-0.207209804731939,67,-0.207209804731939,6,11,4,11,2011,162
4,0,1,1,0.65959150534753,0.869302691887339,57,0.86930269188734,3,16,18,10,2011,304
1,0,1,1,-1.65982667065207,-1.37372774661312,86,-1.37372774661312,2,7,7,2,2011,95
1,0,0,2,-1.34354237392486,-1.37372774661312,75,-1.37372774661312,1,7,5,2,2012,16
1,0,1,1,-0.710973780470418,-0.835471498303476,71,-0.835471498303476,4,16,2,2,2011,103
3,1,0,2,1.39758819771104,1.49756438545888,66,1.49756438545888,2,13,3,9,2012,566
3,0,1,2,1.18673199989289,1.13872688658578,51,1.13872688658578,6,16,14,9,2012,563
3,0,0,2,1.08130390098382,1.13872688658578,74,1.13872688658578,7,16,13,8,2011,281
3,0,1,2,1.39758819771104,1.40755894019698,58,1.40755894019698,5,9,19,7,2012,318
3,0,1,1,0.975875802074748,0.959308137149237,79,0.959308137149238,6,3,3,8,2012,6
3,0,1,1,1.29216009880197,1.31814563602233,66,1.31814563602233,6,5,6,7,2012,35
3,0,0,1,0.554163406438457,0.510465193014247,83,0.510465193014247,1,5,11,9,2011,39
1,0,1,1,-0.394689483743199,-0.297215249993837,38,-0.297215249993837,3,18,7,2,2012,518
2,0,1,1,0.0270229118930925,0.0616222488792559,51,0.061622248879256,4,14,4,5,2011,107
1,0,1,1,-0.816401879379491,-0.65605274886693,34,-0.65605274886693,3,15,1,3,2011,64
2,0,1,1,1.60844439552919,1.22814019076043,21,1.22814019076043,5,15,2,6,2011,188
1,0,1,1,0.765019604256603,0.869302691887339,33,0.86930269188734,4,19,14,3,2012,472
4,0,1,1,-1.13268617610671,-1.19430899717657,65,-1.19430899717657,5,2,8,12,2011,4
2,0,1,1,1.18673199989289,0.959308137149237,26,0.959308137149238,5,9,2,6,2011,225
3,0,0,1,0.765019604256603,0.869302691887339,38,0.86930269188734,7,11,15,9,2012,627
3,0,1,1,0.870447703165676,0.869302691887339,50,0.86930269188734,6,0,1,7,2011,68
4,0,1,1,-0.0784051870159804,-0.0277910552953925,82,-0.0277910552953925,3,0,18,10,2011,31
4,0,1,3,0.132451010802165,0.151627694141154,88,0.151627694141154,6,11,14,10,2011,87
3,0,1,2,1.08130390098382,1.04872144132389,65,1.04872144132389,2,23,9,7,2012,131
2,0,1,1,0.343307208620311,0.3310464435777,88,0.3310464435777,2,23,16,5,2011,57
3,0,1,1,1.18673199989289,1.31814563602233,79,1.31814563602233,4,22,5,9,2012,219
4,0,0,1,-1.23811427501578,-1.19430899717657,65,-1.19430899717657,1,5,4,11,2012,5
4,0,1,3,-0.710973780470418,-0.835471498303476,87,-0.835471498303476,3,3,13,11,2012,5
4,0,1,1,-0.289261384834126,-0.207209804731939,58,-0.207209804731939,4,23,10,10,2012,136
4,1,0,1,1.29216009880197,1.04872144132389,37,1.04872144132389,2,14,10,10,2011,370
4,0,0,2,-0.500117582652272,-0.386628554168485,87,-0.386628554168485,1,9,9,12,2012,103
2,0,1,2,1.18673199989289,1.13872688658578,58,1.13872688658578,2,21,11,6,2012,250
4,0,0,1,0.65959150534753,0.869302691887339,31,0.86930269188734,7,15,15,10,2011,377
1,0,0,1,-1.76525476956115,-1.82197854966086,37,-1.82197854966086,1,19,15,1,2012,110
2,0,1,3,0.765019604256603,0.600470638276144,89,0.600470638276145,3,14,12,6,2012,60
3,0,0,2,0.554163406438457,0.689883942450793,69,0.689883942450793,7,4,15,9,2012,6
3,0,1,2,0.975875802074748,0.959308137149237,89,0.959308137149238,4,23,3,8,2011,56
2,0,0,1,1.08130390098382,1.04872144132389,58,1.04872144132389,7,11,5,5,2012,575
1,0,0,1,-0.710973780470418,-0.65605274886693,23,-0.65605274886693,7,16,10,3,2012,390
4,0,1,1,-0.500117582652272,-0.386628554168485,43,-0.386628554168485,6,12,16,11,2012,290
4,0,1,1,-0.183833285925053,-0.11779650055729,63,-0.11779650055729,3,21,16,10,2012,195
4,0,0,1,-1.34354237392486,-1.28372230135122,65,-1.28372230135122,7,2,12,11,2011,46
1,0,1,1,-1.554398571743,-1.46314105078776,47,-1.46314105078776,5,23,3,2,2011,38
3,0,1,3,1.39758819771104,1.31814563602233,55,1.31814563602233,4,12,3,8,2011,161
2,0,0,1,0.132451010802165,0.151627694141154,36,0.151627694141154,1,20,17,4,2011,141
4,0,1,3,0.237879109711238,0.241633139403052,88,0.241633139403052,6,10,14,10,2011,125
3,0,1,1,0.132451010802165,0.151627694141154,72,0.151627694141154,4,7,12,9,2012,557
1,0,1,1,0.765019604256603,0.869302691887339,53,0.86930269188734,2,17,19,3,2012,721
3,0,0,1,0.765019604256603,0.779889387712691,69,0.779889387712691,1,4,12,8,2012,10
3,0,1,1,1.39758819771104,1.40755894019698,62,1.40755894019698,2,10,18,7,2011,130
4,0,1,3,-0.816401879379491,-1.01489024774002,71,-1.01489024774002,3,5,11,12,2012,41
2,0,1,1,1.18673199989289,1.13872688658578,51,1.13872688658578,4,18,16,5,2012,846
3,0,1,1,1.08130390098382,1.13872688658578,79,1.13872688658578,3,5,7,8,2012,36
3,0,0,1,0.448735307529384,0.421051888839598,78,0.421051888839598,7,2,15,9,2012,93
3,0,0,3,0.765019604256603,0.600470638276144,89,0.600470638276145,7,21,1,9,2012,104
1,0,1,1,0.765019604256603,0.869302691887339,38,0.86930269188734,5,15,8,3,2012,185
3,0,0,1,1.08130390098382,1.04872144132389,70,1.04872144132389,7,8,9,7,2011,182
2,0,1,1,0.65959150534753,0.689883942450793,78,0.689883942450793,2,0,6,6,2011,29
4,0,1,1,-0.710973780470418,-0.835471498303476,40,-0.835471498303476,5,12,13,12,2012,282
4,0,1,2,-0.921829978288564,-0.835471498303476,57,-0.835471498303476,2,16,12,12,2011,214
4,0,0,3,-0.710973780470418,-0.65605274886693,87,-0.65605274886693,7,20,1,10,2011,66
1,0,0,1,-0.921829978288564,-0.835471498303476,33,-0.835471498303476,7,20,10,3,2012,121
1,0,1,1,-0.605545681561345,-0.476633999430383,43,-0.476633999430383,5,19,2,2,2012,327
4,0,1,2,0.237879109711238,0.241633139403052,94,0.241633139403052,6,8,19,10,2012,467
3,0,1,2,1.18673199989289,1.31814563602233,74,1.31814563602233,4,11,6,7,2011,127
4,0,1,1,-0.500117582652272,-0.386628554168485,82,-0.386628554168485,3,3,4,10,2011,6
3,0,0,2,1.39758819771104,1.40755894019698,58,1.40755894019698,7,9,1,9,2012,237
4,0,1,2,0.343307208620311,0.3310464435777,83,0.3310464435777,3,22,11,10,2011,147
4,0,1,1,0.343307208620311,0.3310464435777,64,0.3310464435777,3,2,15,11,2011,15
1,0,1,1,-1.23811427501578,-1.46314105078776,70,-1.46314105078776,3,6,8,2,2011,39
4,0,1,1,-0.921829978288564,-0.745466053041578,87,-0.745466053041578,4,0,2,11,2011,19
2,0,0,2,-0.921829978288564,-1.01489024774002,87,-1.01489024774002,7,2,9,4,2011,17
1,0,0,1,-0.289261384834126,-0.207209804731939,41,-0.207209804731939,1,11,13,3,2011,181
3,0,1,1,0.765019604256603,0.689883942450793,78,0.689883942450793,4,5,15,8,2012,39
2,0,0,1,1.08130390098382,0.959308137149237,34,0.959308137149238,1,18,3,6,2012,496
2,0,0,1,-0.500117582652272,-0.386628554168485,76,-0.386628554168485,1,4,1,5,2011,17
2,0,1,1,2.24101298898362,2.39465813264161,40,2.39465813264161,5,14,9,6,2011,118
4,0,1,1,-1.34354237392486,-1.10430355191467,81,-1.10430355191467,6,8,9,12,2011,385
3,0,1,2,1.18673199989289,1.22814019076043,62,1.22814019076043,2,11,15,8,2011,153
